Grupo de Perfil;Cod. Setor;Descricao Setor;Codigo Cliente;Razao Social;Bairro;Ordem;Status do Cliente;Nome Fantasia;Frequencia Visita;Periodicidade;Proxima Visita;Visita Original;Inicio Visita;CNPJ;Inscricao Estadual;Cod. Estabelecimento;Nome Estabelecimento;Cod. Pagto;Descricao Pagto;Serasa;Observacao;Contato;CNPJ;Contato;CNPJ;Ordem por Historico;Dias Entrega;El Dorado;Endereço;Cidade;Cod. Segmento;Segmento
05;0012;TRATAMENTO                                        ;35.916;41.729.313 MARIANA FEITOSA FERMINO      ;RESIDENCIAL GABRIEL;099;A;FERMINO ALIMENTOS   ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;041729313000162;124220758119      ;010;MINIMERCADO    ;006;PIX AVISTA      ;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   PROFESSOR CLEOMENES PEREIRA DA166   ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0012;TRATAMENTO                                        ;70.452;TOTOIA SUPERMERCADO LTDA                ;JARDIM PLANALTO    ;099;B;TOTOIA SUPERMERCADO ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;048008501000140;124389813117      ;021;SUPERMERCADO ME;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ANTONIO LOURENCO DE ARAUJO VAR2515  ;SAO JOSE DO RIO PRETO         ;15;AS (1-4)                                
05;0012;TRATAMENTO                                        ;83.099;ANDERSON SANTOS BRITO 35719081801       ;RESIDENCIAL MIRANTE;099;B;MINIMERCADO MIRANTE ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;045474071000164;124326236111      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   PROJETADA 14                  359   ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0012;TRATAMENTO                                        ;83.361;HJ CONVENIENCIA LTDA                    ;RESIDENCIAL SANTA A;099;A;HJ CONVENIENCIA     ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;053163162000107;132582558112      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   AMELIA DE ARAUJO PERES        2510  ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0012;TRATAMENTO                                        ;84.046;41.969.903 MATHEUS HENRIQUE DEMORE      ;CENTRO             ;001;A;MHD CONVENIENCIA    ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;11/12/2024;041969903000162;451199378112      ;098;LOJA DE CONVENI;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;PC  DOUTOR JAIME GARCIA PEREIRA   2508  ;MIRASSOL                      ;14;Lj. Conveniência                        
05;0012;TRATAMENTO                                        ;30.752;JOSE CARLOS BATISTA 43432261829         ;ESTANCIA NOVA  VENE;099;A;SERV FESTA F QUINTAL;QUA/                        ;Quinzenal ;30/04/2025;30/04/2025;02/10/2024;032671866000110;124005420110      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   A                             17    ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0012;TRATAMENTO                                        ;32.299;SCARANO SERV FESTA RIO PRETO EIRELI     ;JARDIM YOLANDA     ;099;A;SERV FESTA PAJE     ;QUA/                        ;Quinzenal ;30/04/2025;30/04/2025;17/05/2023;041684745000102;124219750110      ;998;SERV FESTA     ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   JOAO CARLOS GONCALVES         490   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0012;TRATAMENTO                                        ;34.462;MAISA GARCIA ARANTES 35701734889        ;CIDADE NOVA        ;099;A;MAKI HOTDOG         ;QUA/                        ;Quinzenal ;23/04/2025;23/04/2025;20/07/2022;036106694000193;124.099.300.117   ;228;TRAILLER/BARRAC;002;DINHEIRO        ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;    OTAVIO PINTO CESAR            575   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0012;TRATAMENTO                                        ;34.478;GUSTAVO PAIVA DE ANDRADE GONCALVES 43881;PARQUE DA CIDADANIA;099;A;DOCERIA ANDRADE     ;QUA/                        ;Quinzenal ;30/04/2025;30/04/2025;27/07/2022;045659155000172;124.332.087.119   ;228;TRAILLER/BARRAC;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;    JONAS RODRIGUES               312   ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0012;TRATAMENTO                                        ;34.632;ROBEILTON DO NASCIMENTO SILVA 0509870457;CENTRO             ;099;A;BAR 3 IRMAOS        ;QUA/                        ;Quinzenal ;23/04/2025;23/04/2025;07/12/2022;047772151000121;451169646116      ;997;EVENTOS        ;002;DINHEIRO        ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;    RUA MARIO ROBERTO MELFI       1892  ;MIRASSOL                      ;20;Rota                                    
05;0012;TRATAMENTO                                        ;34.650;MATEUS BONIFACIO DE CARVALHO 45074905885;CENTRO             ;099;A;RESTAURANTE SATORU C;QUA/                        ;Quinzenal ;23/04/2025;23/04/2025;07/12/2022;047036578000161;323047752116      ;142;REST./PIZZARIA/;002;DINHEIRO        ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;    RUA OSVALDO LACOTIS           10    ;GUAPIACU                      ;20;Rota                                    
05;0012;TRATAMENTO                                        ;34.666;FELIPE LEONARDIS GOMES DE SOUZA         ;CENTRO             ;099;A;ESPECIALTEC AR CONDI;QUA/                        ;Quinzenal ;23/04/2025;23/04/2025;07/12/2022;024974580000186;323049142111      ;222;DEPOSITO DE BEB;002;DINHEIRO        ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;    RUA DA LIBERDADE              968   ;GUAPIACU                      ;21;SUB                                     
05;0012;TRATAMENTO                                        ;34.676;MARCOS DOUGLAS MAXIMO DE ARAUJO 45798742;CENTRO             ;099;A;MARCOS DOUGLAS MAXIM;QUA/                        ;Quinzenal ;23/04/2025;23/04/2025;07/12/2022;044234452000103;323043190119      ;222;DEPOSITO DE BEB;002;DINHEIRO        ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;    AVENIDA PROFESSORA REGIANE MER1145  ;GUAPIACU                      ;21;SUB                                     
05;0012;TRATAMENTO                                        ;34.688;J. E. DAS NEVES IMOVEIS                 ;VILA SANTA CRUZ    ;099;A;IMOBILIARIA PREMIER ;QUA/                        ;Quinzenal ;30/04/2025;30/04/2025;14/12/2022;023129959000127;ISENTO            ;997;EVENTOS        ;002;DINHEIRO        ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;    MARECHAL DEODORO DA FONSECA   4313  ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0012;TRATAMENTO                                        ;34.861;JOAO ALDO DOS SANTOS 00516128876        ;CONJUNTO HABITACION;099;A;DONA LIMPEZA PRODUTO;QUA/                        ;Quinzenal ;30/04/2025;30/04/2025;08/03/2023;043819875000122;451156127117      ;997;EVENTOS        ;002;DINHEIRO        ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;    RUA DOS TOZZO COAB 2          0916  ;MIRASSOL                      ;20;Rota                                    
05;0012;TRATAMENTO                                        ;35.282;39.449.971 ADILSON MARCOS RIBEIRO SILVA ;ESTACAO            ;099;B;BAR E MERCEARIA RIBE;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;039449971000159;478034964110      ;010;MINIMERCADO    ;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   RUA FRANCISCO ABATE           510   ;NOVA GRANADA                  ;15;AS (1-4)                                
05;0012;TRATAMENTO                                        ;35.824;55.422.834 JOSE MARIA ORLANDO           ;SANTA CRUZ         ;099;B;SERV FESTA BUSCAPE  ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;055422834000187;451192220110      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   SANTO ANTONIO                 2713  ;MIRASSOL                      ;21;SUB                                     
05;0012;TRATAMENTO                                        ;36.043;ZOCA COMERCIO LTDA                      ;VILA BOA ESPERANCA ;099;B;ZOCA COMERCIO       ;QUA/                        ;Quinzenal ;30/04/2025;30/04/2025;13/11/2024;057989771000170;151502680119      ;065;ARMAZEM/MERCEAR;002;DINHEIRO        ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  PRESIDENTE ROOSEVELT          2075  ;SAO JOSE DO RIO PRETO         ;18;TRAD                                    
05;0012;TRATAMENTO                                        ;70.234;HELENA VIEIRA DIAS ALIMENTOS LTDA       ;NOSSA SENHORA APARE;099;A;SR PASTEL           ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;047544068000103;451168988111      ;153;LANCHONETE/PAST;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  DOUTOR LAURO LUCHESI          2453  ;MIRASSOL                      ;20;Rota                                    
05;0012;TRATAMENTO                                        ;70.593;STEPHANE POLATTO GAVIOLLI 45295057828   ;SOLIDARIEDADE      ;099;B;SERV FESTA KAKALU   ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;048645364000155;124405084113      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ESMERALDO CAROLINO            1067  ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
05;0012;TRATAMENTO                                        ;83.294;NATALIA BELATTI DOS SANTOS LTDA         ;SANTOS DUMONT      ;099;A;SALAO CADU          ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;051530146000180;124552858113      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   VALENCIO JOSE BARBOSA         2255  ;SAO JOSE DO RIO PRETO         ;20;Rota                                    
05;0012;TRATAMENTO                                        ;34.543;PRISCILA ARAUJO RIBEIRO MOTA 40770654886;ESTANCIA NOSSA SENH;001;A;SERV FESTA DO PC    ;QUI/                        ;Quinzenal ;24/04/2025;24/04/2025;08/12/2022;048008278000131;124389804116      ;222;DEPOSITO DE BEB;002;DINHEIRO        ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   OLGA INOCENCIO                247   ;SAO JOSE DO RIO PRETO         ;21;SUB                                     
